SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
19533,.,Scotch,.,2016,.,CLAM,1,.,60,11.3,MUSCLE,V,1.16,-30.14,3.96,.
19534,.,Scotch,.,2016,.,CLAM,1,.,68,23.8,MUSCLE,V,1.05,-30.72,4.01,.
19535,.,Scotch,.,2016,.,CLAM,1,.,65,23,MUSCLE,V,1.12,-30.9,4.01,.
19536,.,Scotch,.,2016,.,CLAM,1,.,69,22.4,MUSCLE,V,1.41,-30.32,3.91,.
19537,.,Scotch,.,2016,.,CLAM,1,.,75,27.1,MUSCLE,V,1.09,-30.83,4.15,.
19538,.,Scotch,.,2016,.,CLAM,1,.,86,38.9,MUSCLE,V,1.03,-29.79,4.15,.
19539,.,Scotch,.,2016,.,CLAM,1,.,84,26.6,MUSCLE,V,1.09,-30.25,3.97,.
19540,.,Scotch,.,2016,.,CLAM,1,.,85,35.6,MUSCLE,V,1.45,-30.37,3.69,.
19541,.,Scotch,.,2016,.,CLAM,1,.,99,46.6,MUSCLE,V,1.34,-30.32,3.89,.
19542,.,Scotch,.,2016,.,CLAM,1,.,88,55.4,MUSCLE,V,1.65,-30.67,3.92,.
24399,110-00-001,Scotch,.,2021,19-Jul,LT,1,.,593,1635,MUSCLE,V,10.92,-27.42,3.21,.
24400,201-00-002,Scotch,.,2021,19-Jul,LT,1,.,433,705,MUSCLE,V,9.69,-28.48,3.32,.
24401,202-00-001,Scotch,.,2021,19-Jul,LT,1,.,455,727,MUSCLE,V,10.42,-27.7,3.27,.
24402,202-00-002,Scotch,.,2021,19-Jul,LT,1,.,340,306,MUSCLE,V,9.66,-28.23,3.26,.
24403,202-00-003,Scotch,.,2021,19-Jul,LT,1,.,291,215,MUSCLE,V,9.71,-28.15,3.24,.
24404,209-00-004,Scotch,.,2021,19-Jul,LT,1,.,720,3911,MUSCLE,V,10.79,-28.83,3.9,.
5117,03-00-001,Scotia,.,2010,.,LT,1,.,468,800,MUSCLE,V,11.15,-28.5,3.34,.
5118,03-00-002,Scotia,.,2010,.,LT,1,.,504,950,MUSCLE,V,11.2,-27.89,3.23,.
5119,07-00-001,Scotia,.,2010,.,LT,1,.,600,1725,MUSCLE,V,12.27,-27,3.41,.
5120,07-00-002,Scotia,.,2010,.,LT,1,.,572,1850,MUSCLE,V,10.92,-27.2,3.93,.
5121,10-00-001,Scotia,.,2010,.,LT,1,.,350,350,MUSCLE,V,11.08,-26.56,3.26,.
5122,10-00-002,Scotia,.,2010,.,LT,1,.,422,650,MUSCLE,V,12.04,-26.97,3.3,.
5123,12-00-001,Scotia,.,2010,.,LT,1,.,764,4000,MUSCLE,V,12.13,-25.35,3.34,.
5124,13-00-003,Scotia,.,2010,.,LT,1,.,510,960,MUSCLE,V,11.34,-26.99,3.35,.
5125,21-00-001,Scotia,.,2010,.,LT,1,.,522,1150,MUSCLE,V,11.18,-27.12,3.32,.
5126,21-00-002,Scotia,.,2010,.,LT,1,.,618,2075,MUSCLE,V,12.02,-26.48,3.26,.
5127,25-00-003,Scotia,.,2010,.,LT,1,.,602,1575,MUSCLE,V,11.54,-26.37,3.29,.
5128,29-00-002,Scotia,.,2010,.,LT,1,.,326,290,MUSCLE,V,11.94,-26.25,3.33,.
6885,1,Scotia,.,2011,.,LT,1,557,615,1870.4,MUSCLE,V,11.2,-26.82,3.93,.
6886,29,Scotia,.,2011,.,LT,1,459,511,999.3,MUSCLE,V,10.92,-27.82,3.26,.
6887,44,Scotia,.,2011,.,LT,1,535,591,1914.2,MUSCLE,V,12,-26.37,3.42,.
6888,61,Scotia,.,2011,.,LT,1,518,575,1492.2,MUSCLE,V,11.17,-26.5,3.43,.
8611,.,Scotia,.,2011,.,CRAYFISH,1,.,.,3,MUSCLE,V,5.19,-23.52,3.22,.
8612,.,Scotia,.,2011,.,CRAYFISH,1,.,.,8.1,MUSCLE,V,4.27,-24.46,3.93,.
8613,.,Scotia,.,2011,.,CRAYFISH,1,.,.,7.9,MUSCLE,V,6.33,-22.73,3.67,.
8614,.,Scotia,.,2011,.,CRAYFISH,1,.,.,11.9,MUSCLE,V,4.47,-23.78,3.26,.
8615,.,Scotia,.,2011,.,CRAYFISH,1,.,.,9.1,MUSCLE,V,4.45,-24.19,4.09,.
8616,.,Scotia,.,2011,.,CRAYFISH,1,.,.,7.7,MUSCLE,V,4.52,-24.65,3.9,.
8617,.,Scotia,.,2011,.,CRAYFISH,1,.,.,11.1,MUSCLE,V,4.6,-24.28,3.97,.
8618,.,Scotia,.,2011,.,CRAYFISH,1,.,.,10.9,MUSCLE,V,4.97,-23.46,4.17,.
8619,.,Scotia,.,2011,.,SNAIL,.,.,.,0.3,VISCERA,V,1.65,-21.05,4.33,Small Paper Thin
8620,.,Scotia,.,2011,.,HEPTAGEN,.,.,.,0.6,BODY,V,0.41,-25.12,4.75,.
8621,.,Scotia,.,2011,.,HEPTAGEN,.,.,.,0.3,BODY,V,0.41,-25.59,4.71,.
25073,4,Shakwa,.,2022,27-Jul,LT,1,190,212,45.5,MUSCLE,V,8.95,-29.26,3.27,.
25074,9,Shakwa,.,2022,27-Jul,LT,1,396,435,695,MUSCLE,V,9.9,-26.59,3.3,.
25075,89,Shakwa,.,2022,27-Jul,LT,1,410,450,820,MUSCLE,V,9.57,-27.35,3.27,.
25076,94,Shakwa,.,2022,27-Jul,LT,1,362,389,495,MUSCLE,V,9.45,-26.68,3.27,.
25077,95,Shakwa,.,2022,27-Jul,LT,1,205,225,74,MUSCLE,V,8.85,-28.39,3.2,.
25078,122,Shakwa,.,2022,27-Jul,LT,1,455,507,1070,MUSCLE,V,10.15,-26.3,3.38,.
25079,125,Shakwa,.,2022,27-Jul,LT,1,627,692,3125,MUSCLE,V,11.07,-28.21,3.97,.
25080,126,Shakwa,.,2022,27-Jul,LT,1,440,482,985,MUSCLE,V,10.37,-26.16,3.26,.
25081,129,Shakwa,.,2022,27-Jul,LT,1,574,632,2550,MUSCLE,V,10.56,-28,3.42,.
25082,130,Shakwa,.,2022,27-Jul,LT,1,497,542,1560,MUSCLE,V,9.92,-26.48,3.39,.
25083,131,Shakwa,.,2022,27-Jul,LT,1,287,320,240,MUSCLE,V,9.57,-27.27,3.21,.
25109,.,Shakwa,.,2022,27-Jul,HEPTAGEN,21,.,.,.,BODY,V,1.69,-23.59,4.91,.
25110,.,Shakwa,.,2022,27-Jul,HEPTAGEN,37,.,.,.,BODY,V,1.16,-22.96,4.48,Effort 121
25207,.,Shakwa,.,2022,27-Jul,CLAM,1,.,60,11.8,MUSCLE,V,2.86,-28.7,4.18,Anodontoides ferussacianus
25208,.,Shakwa,.,2022,27-Jul,CLAM,1,.,61,10.4,MUSCLE,V,3.21,-28.12,3.97,Anodontoides ferussacianus
25209,.,Shakwa,.,2022,27-Jul,CLAM,1,.,55,7.1,MUSCLE,V,2.89,-28.71,4.08,Anodontoides ferussacianus
25221,.,Shakwa,.,2022,27-Jul,CRAYFISH,1,.,.,2.8,MUSCLE,V,4.58,-25.84,3.51,.
25222,.,Shakwa,.,2022,28-Jul,CRAYFISH,1,.,.,2.7,MUSCLE,V,3.88,-24.13,3.45,.
25223,.,Shakwa,.,2022,29-Jul,CRAYFISH,1,.,.,4.5,MUSCLE,V,4.05,-25.25,3.39,.
25224,.,Shakwa,.,2022,30-Jul,CRAYFISH,1,.,.,5.7,MUSCLE,V,4.22,-22.22,3.39,.
25225,.,Shakwa,.,2022,30-Jul,CRAYFISH,1,.,.,11,MUSCLE,V,6.2,-23.8,3.65,.
25269,.,Shakwa,.,2022,27-Jul,AMPHIPOD,88,.,.,.,BODY,V,0.96,-24.01,4.85,.
25560,.,Shakwa,.,2022,27-Jul,SNAIL,1,.,.,0.16,VISCERA,O,7.47,-27.69,4.57,Hydrobiidae
7079,55,Shillington,.,2011,.,LT,1,385,437,650,MUSCLE,V,12.39,-31.01,3.07,.
7080,7,Shillington,.,2011,.,LT,1,492,554,1600,MUSCLE,V,12.3,-32.19,3.41,.
7081,8,Shillington,.,2011,.,LT,1,536,602,2075,MUSCLE,V,11.85,-33.05,3.83,.
7832,.,Shillington,.,2011,.,CLAM,1,99,99,35.4,MUSCLE,V,4.09,-33.25,4.04,.
7833,.,Shillington,.,2011,.,CLAM,1,89,89,38.1,MUSCLE,V,3.45,-31.83,3.64,.
7834,.,Shillington,.,2011,.,CLAM,1,87,87,25.7,MUSCLE,V,3.81,-31.23,3.67,.
7835,.,Shillington,.,2011,.,CLAM,1,73,73,18.8,MUSCLE,V,4.18,-33.31,3.71,.
7836,.,Shillington,.,2011,.,CLAM,1,76,76,25.6,MUSCLE,V,3.78,-31.9,3.57,.
7837,.,Shillington,.,2011,.,CLAM,1,75,75,28.3,MUSCLE,V,3.47,-31.72,3.65,.
7838,.,Shillington,.,2011,.,CLAM,1,69,69,23.5,MUSCLE,V,3.43,-32.12,4.04,.
7839,.,Shillington,.,2011,.,CLAM,1,62,62,19.6,MUSCLE,V,3.54,-31.87,3.71,.
7840,.,Shillington,.,2011,.,CLAM,1,61,61,12.6,MUSCLE,V,2.97,-32.35,3.96,.
7841,.,Shillington,.,2011,.,CLAM,1,52,52,12.8,MUSCLE,V,3.35,-32.55,4.6,.
7842,.,Shillington,.,2011,.,SNAIL,1,.,.,6.1,VISCERA,V,2.51,-24.33,4.09,.
7843,.,Shillington,.,2011,.,SNAIL,1,.,.,4.1,VISCERA,V,1.89,-19.03,4.39,.
7844,.,Shillington,.,2011,.,SNAIL,1,.,.,3,VISCERA,V,1.3,-16.97,4.18,.
7845,.,Shillington,.,2011,.,SNAIL,1,.,.,2.5,VISCERA,V,1.2,-19.38,4.09,.
7846,.,Shillington,.,2011,.,SNAIL,1,.,.,1.2,VISCERA,V,2.02,-21.74,4.22,.
7847,.,Shillington,.,2011,.,SNAIL,.,.,.,0.23,VISCERA,V,0.99,-18.61,4.37,.
7848,.,Shillington,.,2011,.,SNAIL,.,.,.,0.16,VISCERA,V,1.59,-20.19,4.38,.
7849,.,Shillington,.,2011,.,SNAIL,.,.,.,0.22,VISCERA,V,1.24,-20.64,4.25,.
7850,.,Shillington,.,2011,.,SNAIL,.,.,.,0.17,VISCERA,V,1.11,-18.98,4.28,.
7923,.,Shillington,.,2011,.,HEPTAGEN,.,.,.,0.2,BODY,V,0.88,-22.32,4.79,.
7924,.,Shillington,.,2011,.,HEPTAGEN,.,.,.,0.2,BODY,V,1.23,-21.27,4.82,.
14540,01-01-001,Shillington,.,2015,13-Jun,LT,1,.,545,1305,MUSCLE,V,11.81,-33.59,3.39,.
15541,05-01-001,Shillington,.,2015,13-Jun,LT,1,.,359,348,MUSCLE,V,12.47,-31.39,3.16,.
15542,07-02-002,Shillington,.,2015,13-Jun,LT,1,.,516,870,MUSCLE,V,10.75,-31.15,3.04,.
15543,15-02-004,Shillington,.,2015,13-Jun,LT,1,.,468,754,MUSCLE,V,12.03,-31.18,3.12,.
15544,18-02-001,Shillington,.,2015,13-Jun,LT,1,.,543,975,MUSCLE,V,11.56,-32.32,3.04,.
15545,20-02-002,Shillington,.,2015,13-Jun,LT,1,.,281,151,MUSCLE,V,11.37,-31.46,3.16,.
15546,20-02-005,Shillington,.,2015,13-Jun,LT,1,.,422,572,MUSCLE,V,11.85,-31.95,3.37,.
15547,21-02-001,Shillington,.,2015,13-Jun,LT,1,.,397,462,MUSCLE,V,12.1,-31.48,3.35,.
15548,23-01-001,Shillington,.,2015,13-Jun,LT,1,.,331,253,MUSCLE,V,11.3,-31.31,3.19,.
15549,23-02-004,Shillington,.,2015,13-Jun,LT,1,.,450,675,MUSCLE,V,10.98,-31.59,3.15,.
17907,7,Shillington,.,2017,Feb,LT,1,515,584,1616,MUSCLE,V,11.49,-33.38,3.51,.
17908,8,Shillington,.,2017,Feb,LT,1,472,530,1265,MUSCLE,V,11.83,-33.98,3.44,.
17909,9,Shillington,.,2017,Feb,LT,1,471,531,1315,MUSCLE,V,11.44,-32.9,3.31,.
11972,013-00-240,Simcoe,2626,2014,11-Jul,LT,1,657,711,3400,MUSCLE,V,16.35,-28.1,4.59,.
11973,013-00-242,Simcoe,2626,2014,11-Jul,LT,1,643,691,3600,MUSCLE,V,16.53,-28.84,5.43,.
11974,013-00-245,Simcoe,2626,2014,11-Jul,LT,1,534,590,2150,MUSCLE,V,16.34,-28.05,5.16,.
11975,014-00-258,Simcoe,2526,2014,11-Jul,LT,1,591,.,2800,MUSCLE,V,16.49,-28.06,5.26,.
11976,014-00-261,Simcoe,2526,2014,11-Jul,LT,1,650,.,3100,MUSCLE,V,16.32,-27.12,4,.
11977,015-00-234,Simcoe,2525,2014,11-Jul,LT,1,630,684,3000,MUSCLE,V,16.99,-27.94,4.45,.
11978,019-00-400,Simcoe,2326,2014,17-Jul,LT,1,724,.,4600,MUSCLE,V,16.87,-26.49,3.9,.
11979,017-00-297,Simcoe,2423,2014,15-Jul,LT,1,130,.,19,MUSCLE,V,15.39,-26.89,3.35,.
11980,020-00-426,Simcoe,2426,2014,17-Jul,LT,1,651,.,4350,MUSCLE,V,16.54,-25.96,4.41,.
11981,020-00-432,Simcoe,2426,2014,17-Jul,LT,1,605,.,3150,MUSCLE,V,16.67,-27.43,4.22,.
11982,022-00-490,Simcoe,2226,2014,18-Jul,LT,1,723,.,3950,MUSCLE,V,16.65,-26.34,3.35,.
11983,024-00-515,Simcoe,2026,2014,18-Jul,LT,1,630,.,3700,MUSCLE,V,16.65,-27.45,4.53,.
13178,27-523,Simcoe,2237,2014,22-Jul,LT,1,212,.,80,MUSCLE,V,15.58,-26,3.33,.
13179,27-524,Simcoe,2237,2014,22-Jul,LT,1,499,.,1650,MUSCLE,V,15.97,-26.81,4.15,.
13180,26-525,Simcoe,2338,2014,22-Jul,LT,1,622,.,3200,MUSCLE,V,16.66,-26.09,3.76,.
13181,26-528,Simcoe,2338,2014,22-Jul,LT,1,487,.,1325,MUSCLE,V,16.21,-25.98,3.4,.
13182,26-529,Simcoe,2338,2014,22-Jul,LT,1,197,.,70,MUSCLE,V,15.53,-25.92,3,.
13183,26-531,Simcoe,2338,2014,22-Jul,LT,1,474,.,1350,MUSCLE,V,16.06,-26.42,3.86,.
13184,26-532,Simcoe,2338,2014,22-Jul,LT,1,573,.,2400,MUSCLE,V,16.63,-27.17,4.31,.
13185,25-533,Simcoe,2339,2014,22-Jul,LT,1,223,.,100,MUSCLE,V,15.56,-25.93,3.1,.
13236,.,Simcoe,.,2014,.,DREISSEN,10,.,.,.,VISCERA,V,8.47,-29.7,4.73,.
13237,.,Simcoe,.,2014,.,DREISSEN,8,.,.,.,VISCERA,V,8.65,-29.14,5.02,.
13238,.,Simcoe,.,2014,.,DREISSEN,7,.,.,.,VISCERA,V,8.77,-29.52,4.95,.
13239,.,Simcoe,.,2014,.,DREISSEN,5,.,.,.,VISCERA,V,8.58,-29.37,4.9,.
13240,.,Simcoe,.,2014,.,DREISSEN,3,.,.,.,VISCERA,V,8.81,-29.56,4.45,.
25123,005-00-001,Smoothwater,.,2022,05-Aug,LT,1,735,800,5600,MUSCLE,V,7.72,-27.98,4.03,.
25124,006-00-001,Smoothwater,.,2022,05-Aug,LT,1,289,324,200,MUSCLE,V,8.86,-25.87,3.2,.
25125,012-00-001,Smoothwater,.,2022,05-Aug,LT,1,494,550,1275,MUSCLE,V,8.49,-25.6,3.34,.
25126,036-00-001,Smoothwater,.,2022,05-Aug,LT,1,563,625,1710,MUSCLE,V,8.76,-24.48,3.23,.
25127,047-00-001,Smoothwater,.,2022,05-Aug,LT,1,310,341,287,MUSCLE,V,9.09,-25.49,3.24,.
25128,048-00-001,Smoothwater,.,2022,05-Aug,LT,1,387,424,563,MUSCLE,V,8.64,-25.85,3.28,.
25129,048-00-002,Smoothwater,.,2022,05-Aug,LT,1,324,360,319,MUSCLE,V,8.68,-25.38,3.21,.
25130,050-00-001,Smoothwater,.,2022,05-Aug,LT,1,385,410,515,MUSCLE,V,9.29,-25.12,3.18,.
25131,051-00-001,Smoothwater,.,2022,05-Aug,LT,1,609,660,2193,MUSCLE,V,8.87,-25.65,3.67,.
25132,055-00-001,Smoothwater,.,2022,05-Aug,LT,1,775,844,6995,MUSCLE,V,9.11,-26.95,3.66,.
25133,055-00-002,Smoothwater,.,2022,05-Aug,LT,1,519,571,1567,MUSCLE,V,9.39,-25.18,3.51,.
25134,055-00-003,Smoothwater,.,2022,05-Aug,LT,1,572,615,2524,MUSCLE,V,9.88,-24.44,4.01,.
25135,055-00-004,Smoothwater,.,2022,05-Aug,LT,1,580,626,2386,MUSCLE,V,10.01,-23.8,3.47,.
25414,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,1.35,MUSCLE,V,3.31,-21.9,3.43,.
25415,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,3,MUSCLE,V,3.52,-22.84,3.51,.
25416,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,5.56,MUSCLE,V,5.22,-23.89,3.41,.
25417,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,8.26,MUSCLE,V,3.51,-24.59,3.72,.
25418,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,7.46,MUSCLE,V,3.4,-23.77,3.95,.
25419,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,9.12,MUSCLE,V,3.49,-23.84,3.79,.
25420,.,Smoothwater,.,2022,05-Aug,CRAYFISH,1,.,.,12.81,MUSCLE,V,4.51,-23.63,4.17,.
25421,.,Smoothwater,.,2022,05-Aug,LT,1,.,76,3.17,MUSCLE,V,6.99,-27.99,3.27,.
3278,274,Stull,.,2009,23-Sep,LT,1,413,462,740,MUSCLE,V,10.88,-28.74,3.2,.
3279,76,Stull,.,2009,23-Sep,LT,1,380,424,520,MUSCLE,V,11.26,-28.58,3.33,.
3280,255,Stull,.,2009,23-Sep,LT,1,632,698,3100,MUSCLE,V,11.02,-30.07,4.16,.
3281,268,Stull,.,2009,23-Sep,LT,1,382,425,560,MUSCLE,V,10.76,-29.32,3.61,.
3282,256,Stull,.,2009,23-Sep,LT,1,546,601,1900,MUSCLE,V,10.14,-29.54,4.52,.
3283,64,Stull,.,2009,23-Sep,LT,1,474,532,1380,MUSCLE,V,10.74,-31.08,4.63,.
3284,238,Stull,.,2009,23-Sep,LT,1,391,433,560,MUSCLE,V,10.82,-28.65,3.16,.
3285,239,Stull,.,2009,23-Sep,LT,1,579,640,2080,MUSCLE,V,11.19,-28.33,3.44,.
3286,218,Stull,.,2009,23-Sep,LT,1,340,381,360,MUSCLE,V,11.51,-28.65,3.27,.
3287,338,Stull,.,2009,23-Sep,LT,1,428,482,980,MUSCLE,V,10.88,-28.62,3.28,.
3288,320,Stull,.,2009,23-Sep,LT,1,240,267,118,MUSCLE,V,11.48,-29.42,3.3,.
6493,.,Stull,.,2011,23-May,DRAGFLY,.,.,.,0.1,BODY,V,3.7,-28.81,4.25,.
6494,.,Stull,.,2011,23-May,TRICHOPT,.,.,.,0.2,BODY,V,1.03,-26.85,5.53,.
6495,.,Stull,.,2011,23-May,CRAYFISH,1,.,.,0.4,MUSCLE,V,4.34,-24.16,3.5,.
6496,.,Stull,.,2011,23-May,CRAYFISH,1,.,.,1.7,MUSCLE,V,4.8,-25.84,3.32,.
6497,.,Stull,.,2011,23-May,CRAYFISH,1,.,.,3.4,MUSCLE,V,4.57,-27.95,3.37,.
6498,.,Stull,.,2011,23-May,HEPTAGEN,1,.,.,.,BODY,V,2.21,-29.68,4.79,.
9233,9,Stull,.,2012,.,LT,1,466,543,1455.9,MUSCLE,V,10.92,-30.44,3.96,.
9234,10,Stull,.,2012,.,LT,1,348,382,481.7,MUSCLE,V,11.53,-28.99,3.47,.
9669,19,Stull,.,2012,18-Sep,LT,1,.,622,2340,MUSCLE,V,11.2,-29.14,3.69,FL assumed incorrect
9670,29,Stull,.,2012,18-Sep,LT,1,590,652,2300,MUSCLE,V,11.05,-30.99,5.31,.
9671,32,Stull,.,2012,18-Sep,LT,1,442,498,1040,MUSCLE,V,10.85,-29.24,3.88,.
9672,66,Stull,.,2012,18-Sep,LT,1,230,251,130,MUSCLE,V,11.32,-29.24,3.28,.
16649,18,Sturgeon,South,2016,03-Jul,LT,1,.,704,3325,MUSCLE,V,11.29,-27.38,4.03,.
16650,19,Sturgeon,South,2016,03-Jul,LT,1,.,556,1660,MUSCLE,V,10.46,-27.5,3.81,.
16651,20,Sturgeon,South,2016,03-Jul,LT,1,.,640,2225,MUSCLE,V,10.97,-27.06,3.4,.
16652,35,Sturgeon,South,2016,03-Jul,LT,1,.,667,2750,MUSCLE,V,9.94,-26.62,3.29,.
16653,41,Sturgeon,South,2016,03-Jul,LT,1,.,606,2200,MUSCLE,V,10.35,-28.19,4.22,.
16654,43,Sturgeon,South,2016,03-Jul,LT,1,.,682,3250,MUSCLE,V,10.96,-26.9,3.49,.
16655,78,Sturgeon,South,2016,05-Jul,LT,1,.,765,4550,MUSCLE,V,11.11,-25.92,3.47,.
16656,79,Sturgeon,South,2016,05-Jul,LT,1,.,790,4600,MUSCLE,V,11.22,-26.31,3.74,.
16657,111,Sturgeon,North,2016,06-Jul,LT,1,.,421,510,MUSCLE,V,10.5,-26.54,3.35,.
16658,112,Sturgeon,North,2016,07-Jul,LT,1,.,455,655,MUSCLE,V,10.3,-26.63,3.41,.
16659,113,Sturgeon,North,2016,07-Jul,LT,1,.,371,370,MUSCLE,V,10.56,-26.29,3.28,.
16660,118,Sturgeon,North,2016,07-Jul,LT,1,.,625,1940,MUSCLE,V,10.02,-25.96,3.3,.
16661,121,Sturgeon,North,2016,07-Jul,LT,1,.,119,12.5,MUSCLE,V,8.61,-27.6,3.32,.
16662,124,Sturgeon,North,2016,07-Jul,LT,1,.,344,255,MUSCLE,V,10.32,-26.74,3.17,.
16663,125,Sturgeon,North,2016,07-Jul,LT,1,.,360,290,MUSCLE,V,9.94,-26.77,3.19,.
17854,.,Sturgeon,South,2016,.,SNAIL,1,.,.,6.7,VISCERA,V,0.31,-14.22,5.71,Lymnaeidae
17857,.,Sturgeon,.,2016,.,SNAIL,1,.,.,7.4,VISCERA,V,0.44,-14.64,5.29,Lymnaeidae
17858,.,Sturgeon,South,2016,.,SNAIL,2,.,.,0.75,VISCERA,V,0.13,-22.3,4.05,Lymnaeidae
17859,.,Sturgeon,South,2016,.,SNAIL,3,.,.,0.53,VISCERA,V,1.47,-24.52,3.94,Lymnaeidae
17860,.,Sturgeon,South,2016,.,SNAIL,2,.,.,0.4,VISCERA,V,1.66,-25.47,3.88,Lymnaeidae
17861,.,Sturgeon,South,2016,.,SNAIL,4,.,.,0.25,VISCERA,V,1.68,-25.23,3.86,Lymnaeidae
17862,.,Sturgeon,North,2016,.,SNAIL,1,.,.,1,VISCERA,V,0.05,-22.7,4.02,Lymnaeidae
17863,.,Sturgeon,South,2016,.,CLAM,1,.,87,43.3,MUSCLE,V,2.28,-29.96,4.07,.
17864,.,Sturgeon,North,2016,.,CLAM,1,.,57,13.4,MUSCLE,V,2.06,-30.05,4.34,.
17865,.,Sturgeon,North,2016,.,CLAM,1,.,62,11.3,MUSCLE,V,1.37,-29.75,4.43,.
17866,.,Sturgeon,North,2016,.,CLAM,1,.,86,51.1,MUSCLE,V,2.12,-29.74,3.89,.
17867,.,Sturgeon,North,2016,.,CLAM,1,.,64,22.3,MUSCLE,V,1.66,-30.42,5.13,.
17868,.,Sturgeon,North,2016,.,CLAM,1,.,88,62.5,MUSCLE,V,2.15,-29.89,4.1,.
17869,.,Sturgeon,North,2016,.,CLAM,1,.,100,83.7,MUSCLE,V,2.33,-29.71,3.96,.
17870,.,Sturgeon,North,2016,.,CLAM,1,.,96,82.6,MUSCLE,V,1.82,-29.85,4.05,.
12119,11-02-001,Temagami,.,2014,05-Aug,LT,1,.,492,1050,MUSCLE,V,10.07,-27.33,3.84,.
12120,12-02-002,Temagami,.,2014,05-Aug,LT,1,.,585,1995,MUSCLE,V,10.78,-28.22,4.33,.
12121,18-01-001,Temagami,.,2014,05-Aug,LT,1,.,1054,11200,MUSCLE,V,12.22,-25.24,3.98,.
12122,18-02-008,Temagami,.,2014,05-Aug,LT,1,.,451,749,MUSCLE,V,10.04,-25.33,3.16,.
12123,25-01-001,Temagami,.,2014,05-Aug,LT,1,.,551,1430,MUSCLE,V,10.65,-25.61,3.93,.
12124,25-02-005,Temagami,.,2014,05-Aug,LT,1,.,786,5200,MUSCLE,V,10.5,-25.98,4.22,.
12125,42-02-007,Temagami,.,2014,05-Aug,LT,1,.,744,4190,MUSCLE,V,10.17,-25.19,3.69,.
12126,46-02-006,Temagami,.,2014,05-Aug,LT,1,.,624,3400,MUSCLE,V,10.9,-25.37,3.98,.
12127,64-02-001,Temagami,.,2014,05-Aug,LT,1,.,698,3060,MUSCLE,V,11.28,-25.36,3.67,.
12128,74-01-001,Temagami,.,2014,05-Aug,LT,1,.,555,1005,MUSCLE,V,9.53,-25.42,3.02,.
12129,74-02-004,Temagami,.,2014,05-Aug,LT,1,.,330,275,MUSCLE,V,9.54,-25.24,3,.
12130,46-02-007,Temagami,.,2014,05-Aug,LT,1,.,466,685,MUSCLE,V,10.19,-25.34,2.96,originally labelled 96-02-007
16281,37,Temagami,Hub,2016,01-Jun,LT,1,.,327,230,MUSCLE,V,10.29,-26.38,3.39,.
16282,39,Temagami,Hub,2016,01-Jun,LT,1,.,499,980,MUSCLE,V,10.31,-26.93,3.79,.
16283,65,Temagami,Hub,2016,02-Jun,LT,1,.,459,720,MUSCLE,V,10.64,-25.73,3.43,.
16284,66,Temagami,Hub,2016,02-Jun,LT,1,.,441,620,MUSCLE,V,10.03,-25.42,3.49,.
16285,67,Temagami,Hub,2016,02-Jun,LT,1,.,1025,11200,MUSCLE,V,11.08,-25.6,4.39,.
16286,68,Temagami,Hub,2016,02-Jun,LT,1,.,579,1500,MUSCLE,V,10.5,-26.16,3.62,.
16287,80,Temagami,Hub,2016,03-Jun,LT,1,.,458,670,MUSCLE,V,10.33,-26.75,3.69,.
16288,81,Temagami,Hub,2016,03-Jun,LT,1,.,721,3350,MUSCLE,V,10.17,-27.15,4.55,.
16289,82,Temagami,Hub,2016,03-Jun,LT,1,.,468,860,MUSCLE,V,10.12,-26.17,3.5,.
16290,83,Temagami,Hub,2016,03-Jun,LT,1,.,479,840,MUSCLE,V,10.48,-26.34,3.54,.
16291,85,Temagami,Hub,2016,03-Jun,LT,1,.,250,116,MUSCLE,V,10.17,-25.81,3.36,.
17850,.,Temagami,.,2016,.,CLAM,1,.,72,24.5,MUSCLE,V,1.51,-29.46,4.43,.
17851,.,Temagami,.,2016,.,CLAM,1,.,71,23.4,MUSCLE,V,1.29,-28.84,4.41,.
17852,.,Temagami,.,2016,.,CLAM,1,.,76,24.5,MUSCLE,V,1.65,-28.72,4.39,.
17853,.,Temagami,.,2016,.,CLAM,1,.,71,16.8,MUSCLE,V,1.55,-28.69,4.24,.
17855,.,Temagami,.,2016,.,SNAIL,1,.,.,3.3,VISCERA,V,0.19,-19.3,5.14,Lymnaeidae
17856,.,Temagami,.,2016,.,SNAIL,1,.,.,3,VISCERA,V,-0.61,-20.2,4.92,Lymnaeidae
6070,.,Thieving Bear,.,2010,.,CLAM,1,78.4,78.4,37.7,MUSCLE,V,3.16,-31.58,3.81,.
6071,.,Thieving Bear,.,2010,.,CLAM,1,72.8,72.8,27.7,MUSCLE,V,3.27,-30.67,3.64,.
6072,.,Thieving Bear,.,2010,.,CLAM,1,74.4,74.4,19.8,MUSCLE,V,3.64,-33,3.73,.
6073,.,Thieving Bear,.,2010,.,CLAM,1,67.8,67.8,25.7,MUSCLE,V,2.97,-30.93,3.76,.
